assessment_id,employee_id,skill,proficiency_level,self_rated,manager_rated,assessed_date
ASS002058,EMP0466,Sales,Expert,1,5.0,2026-03-18
ASS002059,EMP0466,Compliance,Advanced,3,1.0,2026-04-23
ASS002060,EMP0466,Data Analysis,Advanced,3,1.0,2026-03-07
ASS002061,EMP0466,Negotiation,Intermediate,5,5.0,2026-06-03
ASS002062,EMP0466,Azure,Beginner,1,,2026-03-07
ASS002063,EMP0466,Communication,Intermediate,2,2.0,2026-02-28
ASS002064,EMP0466,Machine Learning,Advanced,2,2.0,2026-02-16
ASS002065,EMP0467,Communication,Advanced,1,4.0,2026-03-18
ASS002066,EMP0467,Azure,Beginner,1,3.0,2026-01-19
ASS002067,EMP0467,Python,Expert,2,,2026-04-14
ASS002068,EMP0467,Leadership,Advanced,5,,2026-05-31
ASS002069,EMP0467,Machine Learning,Expert,1,5.0,2026-02-08
ASS002070,EMP0468,Project Management,Advanced,2,1.0,2026-02-20
ASS002071,EMP0468,Leadership,Intermediate,4,4.0,2026-01-08
ASS002072,EMP0468,Negotiation,Expert,5,,2026-04-10
ASS002073,EMP0469,Python,Advanced,1,1.0,2026-02-28
ASS002074,EMP0469,Finance,Expert,4,,2026-05-11
ASS002075,EMP0469,Project Management,Intermediate,5,,2026-02-24
ASS002076,EMP0469,Negotiation,Intermediate,5,1.0,2026-05-21
ASS002077,EMP0469,Agile,Intermediate,4,5.0,2026-02-14
ASS002078,EMP0471,Project Management,Beginner,3,5.0,2026-01-13
ASS002079,EMP0471,Machine Learning,Advanced,1,,2025-12-31
ASS002080,EMP0471,Data Analysis,Expert,2,,2026-06-01
ASS002081,EMP0471,Power BI,Expert,2,5.0,2026-02-21
ASS002082,EMP0472,Azure,Expert,5,4.0,2026-03-07
ASS002083,EMP0472,Python,Intermediate,2,4.0,2026-02-14
ASS002084,EMP0472,Communication,Expert,1,4.0,2026-03-14
ASS002085,EMP0472,Data Analysis,Advanced,3,4.0,2026-05-12
ASS002086,EMP0472,Excel,Intermediate,3,,2026-05-17
ASS002087,EMP0472,Negotiation,Beginner,3,4.0,2026-03-14
ASS002088,EMP0472,Agile,Intermediate,3,3.0,2025-12-19
ASS002089,EMP0473,Leadership,Beginner,1,3.0,2026-05-16
ASS002090,EMP0473,Negotiation,Advanced,5,2.0,2026-02-16
ASS002091,EMP0473,Finance,Expert,5,,2026-02-19
ASS002092,EMP0473,Compliance,Expert,2,,2025-12-15
ASS002093,EMP0474,Excel,Beginner,3,,2026-03-12
ASS002094,EMP0474,SQL,Advanced,5,,2026-02-28
ASS002095,EMP0474,Python,Expert,1,1.0,2026-03-04
ASS002096,EMP0474,Agile,Beginner,1,3.0,2026-04-12
ASS002097,EMP0475,Communication,Advanced,4,3.0,2025-12-20
ASS002098,EMP0475,SQL,Beginner,1,3.0,2026-02-14
ASS002099,EMP0475,Azure,Advanced,1,5.0,2026-04-04
ASS002100,EMP0475,Sales,Intermediate,2,1.0,2026-02-28
ASS002101,EMP0475,Excel,Beginner,4,3.0,2026-04-11
ASS002102,EMP0475,Python,Intermediate,3,3.0,2026-05-04
ASS002103,EMP0476,Compliance,Intermediate,4,,2026-01-07
ASS002104,EMP0476,Sales,Intermediate,3,5.0,2026-06-07
ASS002105,EMP0476,Data Analysis,Beginner,4,,2026-05-02
ASS002106,EMP0476,Python,Intermediate,2,3.0,2026-05-29
ASS002107,EMP0476,Agile,Intermediate,3,,2026-04-14
ASS002108,EMP0476,Azure,Expert,4,5.0,2025-12-18
ASS002109,EMP0476,Communication,Beginner,1,,2026-01-21
ASS002110,EMP0476,Machine Learning,Beginner,3,5.0,2026-05-29
ASS002111,EMP0478,Finance,Beginner,3,,2026-04-02
ASS002112,EMP0478,Negotiation,Expert,1,1.0,2026-03-31
ASS002113,EMP0478,Communication,Expert,2,,2026-05-20
ASS002114,EMP0478,Project Management,Beginner,5,1.0,2026-06-01
ASS002115,EMP0478,Sales,Expert,4,5.0,2025-12-31
ASS002116,EMP0478,Power BI,Intermediate,1,,2026-04-12
ASS002117,EMP0478,Leadership,Advanced,4,2.0,2026-03-28
ASS002118,EMP0479,Leadership,Expert,3,4.0,2026-02-24
ASS002119,EMP0479,Python,Intermediate,3,1.0,2026-01-10
ASS002120,EMP0479,SQL,Advanced,2,2.0,2026-03-07
ASS002121,EMP0480,Machine Learning,Advanced,4,5.0,2026-02-09
ASS002122,EMP0480,Data Analysis,Expert,3,5.0,2025-12-23
ASS002123,EMP0480,Project Management,Expert,1,2.0,2026-04-17
ASS002124,EMP0480,Communication,Intermediate,1,4.0,2025-12-29
ASS002125,EMP0480,Power BI,Expert,1,2.0,2026-02-23
ASS002126,EMP0480,Sales,Beginner,3,3.0,2026-03-08
ASS002127,EMP0481,Agile,Beginner,3,,2025-12-31
ASS002128,EMP0481,Communication,Advanced,2,3.0,2026-02-16
ASS002129,EMP0481,Leadership,Intermediate,5,4.0,2026-05-03
ASS002130,EMP0482,Excel,Intermediate,4,3.0,2026-04-06
ASS002131,EMP0482,Negotiation,Expert,4,,2026-04-07
ASS002132,EMP0482,Leadership,Intermediate,5,4.0,2026-01-28
ASS002133,EMP0482,Agile,Expert,3,3.0,2026-06-04
ASS002134,EMP0482,SQL,Intermediate,4,1.0,2026-04-27
ASS002135,EMP0482,Machine Learning,Expert,3,1.0,2026-02-09
ASS002136,EMP0482,Sales,Expert,3,3.0,2025-12-12
ASS002137,EMP0484,Communication,Advanced,2,,2026-02-12
ASS002138,EMP0484,Negotiation,Advanced,3,5.0,2026-01-18
ASS002139,EMP0484,SQL,Intermediate,4,1.0,2026-01-20
ASS002140,EMP0484,Azure,Advanced,1,3.0,2026-02-16
ASS002141,EMP0485,Compliance,Advanced,3,3.0,2026-05-10
ASS002142,EMP0485,Python,Intermediate,4,3.0,2026-02-27
ASS002143,EMP0485,Machine Learning,Beginner,5,5.0,2026-06-08
ASS002144,EMP0486,Negotiation,Expert,1,,2026-01-17
ASS002145,EMP0486,Python,Intermediate,3,,2026-04-19
ASS002146,EMP0486,Project Management,Intermediate,5,,2026-03-24
ASS002147,EMP0486,Power BI,Beginner,2,,2026-03-12
ASS002148,EMP0487,Project Management,Expert,2,4.0,2026-03-06
ASS002149,EMP0487,Azure,Advanced,4,3.0,2026-06-06
ASS002150,EMP0487,Compliance,Beginner,5,3.0,2026-05-08
ASS002151,EMP0487,Power BI,Expert,5,4.0,2026-05-06
ASS002152,EMP0488,Machine Learning,Advanced,5,1.0,2026-01-19
ASS002153,EMP0488,Sales,Expert,4,4.0,2026-01-10
ASS002154,EMP0488,Power BI,Expert,4,5.0,2026-05-30
ASS002155,EMP0488,Agile,Beginner,3,,2026-04-16
ASS002156,EMP0488,Excel,Expert,4,2.0,2026-05-08
ASS002157,EMP0489,Python,Beginner,2,4.0,2026-03-08
ASS002158,EMP0489,Azure,Beginner,3,,2025-12-19
ASS002159,EMP0489,SQL,Intermediate,5,2.0,2026-01-17
ASS002160,EMP0489,Communication,Intermediate,1,1.0,2026-03-20
ASS002161,EMP0491,SQL,Advanced,5,2.0,2026-01-28
ASS002162,EMP0491,Communication,Expert,2,1.0,2026-05-29
ASS002163,EMP0491,Compliance,Intermediate,5,5.0,2026-04-15
ASS002164,EMP0492,Azure,Intermediate,5,1.0,2026-02-19
ASS002165,EMP0492,SQL,Expert,2,,2025-12-28
ASS002166,EMP0492,Compliance,Advanced,5,1.0,2026-04-21
ASS002167,EMP0492,Leadership,Expert,4,,2026-03-03
ASS002168,EMP0492,Excel,Intermediate,2,3.0,2025-12-23
ASS002169,EMP0493,Communication,Intermediate,2,4.0,2026-03-28
ASS002170,EMP0493,Python,Intermediate,2,3.0,2025-12-31
ASS002171,EMP0493,Power BI,Intermediate,4,1.0,2026-05-14
ASS002172,EMP0493,Agile,Intermediate,3,,2026-03-02
ASS002173,EMP0493,Sales,Intermediate,1,,2026-02-05
ASS002174,EMP0494,SQL,Expert,1,5.0,2026-06-01
ASS002175,EMP0494,Leadership,Beginner,1,5.0,2026-03-14
ASS002176,EMP0494,Project Management,Advanced,2,4.0,2026-03-24
ASS002177,EMP0495,Communication,Beginner,4,2.0,2026-01-02
ASS002178,EMP0495,Leadership,Advanced,1,2.0,2026-03-12
ASS002179,EMP0495,Python,Intermediate,1,4.0,2025-12-27
ASS002180,EMP0495,Data Analysis,Advanced,2,2.0,2026-04-10
ASS002181,EMP0495,Azure,Beginner,5,2.0,2025-12-16
ASS002182,EMP0495,Agile,Beginner,3,4.0,2026-01-14
ASS002183,EMP0496,Finance,Advanced,4,,2026-05-20
ASS002184,EMP0496,Python,Advanced,4,5.0,2026-05-24
ASS002185,EMP0496,Project Management,Intermediate,1,,2026-03-11
ASS002186,EMP0496,Compliance,Intermediate,5,,2026-02-13
ASS002187,EMP0496,Sales,Intermediate,2,2.0,2026-01-14
ASS002188,EMP0496,Power BI,Intermediate,5,2.0,2026-05-10
ASS002189,EMP0497,Excel,Intermediate,5,3.0,2026-03-16
ASS002190,EMP0497,Python,Advanced,3,,2025-12-28
ASS002191,EMP0497,SQL,Expert,3,3.0,2026-03-09
ASS002192,EMP0497,Agile,Beginner,1,5.0,2026-01-14
ASS002193,EMP0497,Machine Learning,Advanced,4,,2026-03-01
ASS002194,EMP0498,Compliance,Beginner,3,3.0,2026-03-27
ASS002195,EMP0498,Data Analysis,Intermediate,5,1.0,2025-12-14
ASS002196,EMP0498,Azure,Expert,4,5.0,2026-04-03
ASS002197,EMP0498,Project Management,Beginner,2,,2026-05-13
ASS002198,EMP0498,Leadership,Intermediate,1,1.0,2026-05-14
ASS002199,EMP0498,Sales,Intermediate,3,5.0,2025-12-11
ASS002200,EMP0498,Machine Learning,Advanced,2,,2026-01-01
ASS002201,EMP0499,Sales,Beginner,1,,2026-02-10
ASS002202,EMP0499,Communication,Expert,1,,2026-04-10
ASS002203,EMP0499,Machine Learning,Intermediate,2,1.0,2026-05-25
ASS002204,EMP0499,Compliance,Expert,2,4.0,2025-12-22
ASS002205,EMP0499,Excel,Intermediate,1,3.0,2026-01-05
ASS002206,EMP0500,Communication,Beginner,3,,2026-03-28
ASS002207,EMP0500,Compliance,Intermediate,2,,2025-12-23
ASS002208,EMP0500,Azure,Expert,1,1.0,2026-04-07
ASS002209,EMP0500,Finance,Advanced,3,3.0,2025-12-20
ASS002210,EMP0500,SQL,Advanced,1,5.0,2026-02-19
ASS002211,EMP0500,Agile,Beginner,5,,2026-06-03
